REF DU MUSEE;NOM DU MUSEE;ANNEE;REGION;VILLE;DATE APPELLATION;PAYANT;GRATUIT;TOTAL;NOTE;ID MUSEOFILE;DEPARTEMENT;OBSERVATIONS
0616301;Musée Départemental des Merveilles;2009;PROVENCE-ALPES-CÔTE D'AZUR;TENDE;01/02/2003;0;32987;32987;;;ALPES-MARITIMES;
1300102;Musée du Parlement de Provence et du Vieil Aix;2009;PROVENCE-ALPES-CÔTE D'AZUR;AIX-EN-PROVENCE;01/02/2003;0;15482;15482;;;BOUCHES DU RHONE;
1300101;Musée du Pavillon de Vendôme;2009;PROVENCE-ALPES-CÔTE D'AZUR;AIX-EN-PROVENCE;01/02/2003;6018;11102;17120;;;BOUCHES DU RHONE;
1300104;Musée Granet;2009;PROVENCE-ALPES-CÔTE D'AZUR;AIX-EN-PROVENCE;01/02/2003;335023;114686;449709;;;BOUCHES DU RHONE;
1300106;Musée Paul Arbaud;2009;PROVENCE-ALPES-CÔTE D'AZUR;AIX-EN-PROVENCE;01/02/2003;568;1931;2499;;;BOUCHES DU RHONE;
1301103;Musée d'Histoire et d'Archéologie des Baux-de-Provence;2009;PROVENCE-ALPES-CÔTE D'AZUR;LES BAUX DE PROVENCE;01/02/2003;223838;36454;260292;;;BOUCHES DU RHONE;
1305201;Musée Frédéric Mistral;2009;PROVENCE-ALPES-CÔTE D'AZUR;MAILLANE;01/02/2003;2331;3298;5629;;;BOUCHES DU RHONE;
1320402;Muséum d'Histoire Naturelle;2009;PROVENCE-ALPES-CÔTE D'AZUR;MARSEILLE;06/01/2002;11169;43296;54465;;;BOUCHES DU RHONE;
1305601;Musée Ziem;2009;PROVENCE-ALPES-CÔTE D'AZUR;MARTIGUES;01/02/2003;0;16172;16172;;;BOUCHES DU RHONE;
1310001;Musée des Alpilles;2009;PROVENCE-ALPES-CÔTE D'AZUR;SAINT-REMY-DE-PROVENCE;01/02/2003;2967;6137;9104;;;BOUCHES DU RHONE;
8305001;Musée Municipal;2009;PROVENCE-ALPES-CÔTE D'AZUR;DRAGUIGNAN;01/02/2003;0;12002;12002;;;VAR;
8313701;Muséum d'Histoire Naturelle de Toulon;2009;PROVENCE-ALPES-CÔTE D'AZUR;TOULON;01/02/2003;0;40794;40794;;;VAR;
8313704;Musée National de la Marine de Toulon;2009;PROVENCE-ALPES-CÔTE D'AZUR;TOULON;06/01/2002;15757;35629;51386;;;VAR;
8400301;Musée d'Apt;2009;PROVENCE-ALPES-CÔTE D'AZUR;APT;01/02/2003;2869;5706;8575;;;VAUCLUSE;
8406801;Musée Philippe de Girard;2009;PROVENCE-ALPES-CÔTE D'AZUR;LOUMARIN - CADENET;01/02/2003;;;;F;;VAUCLUSE;
8412301;Musée Municipal;2009;PROVENCE-ALPES-CÔTE D'AZUR;SAULT;01/02/2003;57;1277;1334;;;VAUCLUSE;
0105301;Musée du Brou;2009;RHONE-ALPES;BOURG-EN-BRESSE;01/02/2003;47734;22081;69815;;;AIN;
0126901;Musée de la Résistance et de la Déportation de l'Ain;2009;RHONE-ALPES;NANTUA;01/02/2003;5769;3891;9660;;;AIN;
0128301;Musée du Peigne et de la Plasturgie;2009;RHONE-ALPES;OYONNAX;01/02/2003;2452;2878;5330;;;AIN;
0731601;Musée et Site Archéologiques;2009;RHONE-ALPES;SOYONS;01/02/2003;10356;2138;12494;;;ARDECHE;
2636201;Musée des Beaux-Arts;2009;RHONE-ALPES;VALENCE;01/02/2003;589;9914;10503;;;DRÔME;
3854402;Musée Lapidaire Saint-Pierre;2009;RHONE-ALPES;VIENNE;01/02/2003;2387;3959;6346;;;ISERE;
4214701;Musée d'Allard;2009;RHONE-ALPES;MONTBRISON;01/02/2003;2898;5923;8821;;;LOIRE;
4214702;Musée de la Diana;2009;RHONE-ALPES;MONTBRISON;01/02/2003;1643;0;1643;;;LOIRE;
4218701;Musée des Beaux-Arts et d'Archéologie J. Dechelette;2009;RHONE-ALPES;ROANNE;01/02/2003;2741;10701;13442;;;LOIRE;
4221802;Musée d'Art et d'Industrie;2009;RHONE-ALPES;SAINT-ETIENNE;01/02/2003;19465;13744;33209;;;LOIRE;
6938501;Musées Gadagne;2009;RHONE-ALPES;LYON;01/02/2003;32397;37190;69587;;;RHÔNE;
6938701;Centre d'Histoire de la Résistance et de la Déportation;2009;RHONE-ALPES;LYON;01/02/2003;15932;39939;55871;;;RHÔNE;
6733901;Musée de la Poterie;2010;ALSACE;BETSCHDORF;01/02/2003;2048;620;2668;;;BAS-RHIN;
6748203;Musée des Beaux-Arts;2010;ALSACE;STRASBOURG;01/02/2003;8491;37139;45630;;;BAS-RHIN;
6800401;Musée Sundgauvien d'Altkirch;2010;ALSACE;ALTKIRCH;01/02/2003;2529;1538;4067;;;HAUT-RHIN;
6806603;Musée Bartholdi;2010;ALSACE;COLMAR;01/02/2003;7574;3673;11247;;;HAUT-RHIN;
6806602;Musée d'Histoire Naturelle et d'Ethnographie de Colmar;2010;ALSACE;COLMAR;01/02/2003;7353;4635;11988;;;HAUT-RHIN;
6814901;Musée Historique et Militaire de Huningue;2010;ALSACE;HUNINGE;01/02/2003;177;242;419;;;HAUT-RHIN;
6822408;Musée Historique;2010;ALSACE;MULHOUSE;01/02/2003;0;34312;34312;;;HAUT-RHIN;
6822404;Musée EDF Electropolis;2010;ALSACE;MULHOUSE;01/02/2003;24681;11186;35867;;;HAUT-RHIN;
6827702;Musée du Dolder;2010;ALSACE;RIQUEWIHR;01/02/2003;2800;625;3425;;;HAUT-RHIN;
6833401;Musée des Amis de Thann;2010;ALSACE;THANN;01/02/2003;635;1036;1671;;;HAUT-RHIN;
2415201;Musée Paul Reclus;2010;AQUITAINE;DOMME;01/02/2003;324;11694;12018;;;DORDOGNE;
2432201;Musée d'Art et d'Archéologie du Périgord (MAAP);2010;AQUITAINE;PERIGUEUX;01/02/2003;7210;14385;21595;;;DORDOGNE;
2437901;Musée du Site Médiéval;2010;AQUITAINE;SAINT-AVIT-SENIEUR;01/02/2003;0;5000;5000;;;DORDOGNE;
2452002;Musée de Sarlat et du Périgord Noir;2010;AQUITAINE;SARLAT-LA-CANEDA;01/02/2003;;;;F;;DORDOGNE;
3306305;Muséum d'Histoire Naturelle de Bordeaux;2010;AQUITAINE;BORDEAUX;01/02/2003;1016;9830;10846;;;GIRONDE;
4012001;Musée Archéologique;2010;AQUITAINE;HASTINGUES;01/02/2003;3883;5955;9838;;;LANDES;
4700101;Musée des Beaux-Arts;2010;AQUITAINE;AGEN;01/02/2003;11144;19442;30586;;;LOT ET GARONNE;
4715701;Musée Municipal Albert Marzelles;2010;AQUITAINE;MARMANDE;01/02/2003;0;4798;4798;;;LOT ET GARONNE;
4732301;Musée Municipal (Moulin de Gajac);2010;AQUITAINE;VILLENEUVE-SUR-LOT;01/02/2003;4146;3899;8045;;;LOT ET GARONNE;
6406201;Musée Municipal;2010;AQUITAINE;ARUDY;01/02/2003;1264;360;1624;;;PYRÉNÉES ATLANTIQUES;
6424901;Musée Municipal de Guéthary;2010;AQUITAINE;GUETHARY;01/02/2003;702;1445;2147;;;PYRÉNÉES ATLANTIQUES;
6444503;Musée National du Château;2010;AQUITAINE;PAU;06/01/2002;70452;86458;156910;;;PYRÉNÉES ATLANTIQUES;
6444501;Musée Municipal des Beaux-Arts;2010;AQUITAINE;PAU;01/02/2003;32496;0;32496;;;PYRÉNÉES ATLANTIQUES;
6444502;Musée Bernadotte;2010;AQUITAINE;PAU;01/02/2003;6141;0;6141;;;PYRÉNÉES ATLANTIQUES;
0311801;Musée Municipal de Gannat;2010;AUVERGNE;GANNAT;01/02/2003;812;930;1742;;;ALLIER;
1501402;Musée d'Art et d'Archéologie;2010;AUVERGNE;AURILLAC;01/02/2003;1874;14821;16695;;;CANTAL;
1516801;Ecomusée de Margeride-Haute-Auvergne;2010;AUVERGNE;RUYNES-EN-MARGERIDE;01/02/2003;9904;2965;12869;;;CANTAL;
6324701;Musée des Peintres de l'Ecole de Murols;2010;AUVERGNE;MUROL;01/02/2003;3847;372;4219;;;PUY DE DÔME;
6330002;Musée Francisque Mandet;2010;AUVERGNE;RIOM;01/02/2003;624;2947;3571;;;PUY DE DÔME;
2105401;Musée du Vin de Bourgogne;2010;BOURGOGNE;BEAUNE;01/02/2003;20526;3316;23842;;;CÔTE D’OR;
2105404;Musée E.J Marey;2010;BOURGOGNE;BEAUNE;01/02/2003;;;;F;;CÔTE D’OR;
2115401;Musée du Pays Châtillonnais - Trésor de Vix;2010;BOURGOGNE;CHATILLON-SUR-SEINE;01/02/2003;21283;6427;27710;;;CÔTE D’OR;
2123102;Musée Archéologique;2010;BOURGOGNE;DIJON;01/02/2003;0;20312;20312;;;CÔTE D’OR;
2123104;Musée des Beaux-Arts;2010;BOURGOGNE;DIJON;06/01/2002;0;154127;154127;;;CÔTE D’OR;
5819403;Musée Archéologique du Nivernais (Porte du Croux);2010;BOURGOGNE;NEVERS;01/02/2003;;;;F;;NIÈVRE;
5821501;Musée Ernest Guédon;2010;BOURGOGNE;POUILLY-SUR-LOIRE;01/02/2003;;;;F;;NIÈVRE;
5830401;Musée Auguste Grasset;2010;BOURGOGNE;VARZY;01/02/2003;1646;1056;2702;;;NIÈVRE;
7101402;Musée Rolin;2010;BOURGOGNE;AUTUN;01/02/2003;12453;7550;20003;;;SAONE ET LOIRE;
7113701;Musée d'Art et d'Archéologie;2010;BOURGOGNE;CLUNY;01/02/2003;111190;41990;153180;;;SAONE ET LOIRE;
7135101;Ecomusée de la Bresse Bourguignonne;2010;BOURGOGNE;PIERRE-DE-BRESSE;01/02/2003;25079;13216;38295;;;SAONE ET LOIRE;
7152601;Musée Départemental de Préhistoire de Solutré;2010;BOURGOGNE;SOLUTRE-POUILLY;01/02/2003;15363;11515;26878;;;SAONE ET LOIRE;
7154302;Musée Bourguignon -  Perrin de Puycousin;2010;BOURGOGNE;TOURNUS;01/02/2003;;;;F;;SAONE ET LOIRE;
8934401;Musée de l'Aventure du Son;2010;BOURGOGNE;SAINT-FARGEAU;18/04/2008;4589;234;4823;;;YONNE;
2227801;Musée d'Art et d'Histoire;2010;BRETAGNE;SAINT-BRIEUC;01/02/2003;0;39422;39422;;;COTES D'ARMOR;
2915501;Ecomusée d'Ouessant - Vivre sur une Ile;2010;BRETAGNE;OUESSANT;01/02/2003;5838;4313;10151;;;FINISTERE;
2921701;Musée de Pont-Aven;2010;BRETAGNE;PONT-AVEN;01/02/2003;31415;11858;43273;;;FINISTERE;
2922001;Musée Bigouden;2010;BRETAGNE;PONT-L'ABBE;01/02/2003;12420;1983;14403;;;FINISTERE;
2923202;Musée Départemental Breton;2010;BRETAGNE;QUIMPER;01/02/2003;28231;11944;40175;;;FINISTERE;
3519401;Musée de la Faucillonnaie;2010;BRETAGNE;MONTREUIL-SOUS-PEROUSE;01/02/2003;15;181;196;;;ILE ET VILAINE;
3523803;Ecomusée du Pays de Rennes;2010;BRETAGNE;RENNES;01/02/2003;12747;32438;45185;;;ILE ET VILAINE;
1803306;Musée des Meilleurs Ouvriers de France;2010;CENTRE;BOURGES;01/02/2003;0;19756;19756;;;CHER;
3608801;Musée de l'Hospice Saint-Roch;2010;CENTRE;ISSOUDUN;02/05/2002;143;19017;19160;;;INDRE;
3711301;Musée de Préhistoire du Grand Pressigny;2010;CENTRE;LE GRAND PRESSIGNY;30/04/2002;10398;8413;18811;;;INDRE ET LOIRE;
3726102;Musée des Beaux-Arts;2010;CENTRE;TOURS;06/01/2002;18794;34303;53097;;;INDRE ET LOIRE;
3726103;Musée de l'Hôtel Goüin;2010;CENTRE;TOURS;01/02/2003;;;;F;;INDRE ET LOIRE;
3728201;Musée de Minerve;2010;CENTRE;YZEURES-SUR-CREUSE;01/02/2003;0;700;700;;;INDRE ET LOIRE;
4101805;Muséum d'Histoire Naturelle;2010;CENTRE;BLOIS;01/02/2003;4890;8893;13783;;;LOIR ET CHER;
4101804;Maison de la Magie;2010;CENTRE;BLOIS;01/02/2003;60678;18867;79545;;;LOIR ET CHER;
4126901;Musée de Vendôme;2010;CENTRE;VENDOME;01/02/2003;1372;7764;9136;;;LOIR ET CHER;
4500802;Musée Municipal Théâtre Forain et Archéologique;2010;CENTRE;ARTENAY;01/02/2003;6275;3779;10054;;;LOIRET;
4502801;Musée Daniel Vannier;2010;CENTRE;BEAUGENCY;01/02/2003;;;;F;;LOIRET;
4515501;Château-Musée de Gien;2010;CENTRE;GIEN;01/02/2003;15842;3042;18884;;;LOIRET;
4520801;Musée du Gatinais;2010;CENTRE;MONTARGIS;27/12/2002;0;97;97;;;LOIRET;
4523402;Musée Historique et Archéologique;2010;CENTRE;ORLEANS;01/02/2003;761;2888;3649;;;LOIRET;
4523403;Musée des Beaux-Arts;2010;CENTRE;ORLEANS;06/01/2002;8711;44845;53556;;;LOIRET;
1038702;Musée Vauluisant - Musée Historique de Troyes et de la Champagne;2010;CHAMPAGNE-ARDENNES;TROYES;01/02/2003;;;;;;AUBE;"1038702 ; 1038703"
1038707;Pharmacie Musée de l'Hôtel-Dieu;2010;CHAMPAGNE-ARDENNES;TROYES;01/02/2003;2778;2778;5556;;;AUBE;
5212102;Musée de l'Affiche;2010;CHAMPAGNE-ARDENNES;CHAUMONT;01/02/2003;;;;F;;HAUTE-MARNE;
5226902;Musée d'Art et d'Histoire;2010;CHAMPAGNE-ARDENNES;LANGRES;01/02/2003;4386;3201;7587;;;HAUTE-MARNE;
5145405;Musée Hôtel le Vergeur;2010;CHAMPAGNE-ARDENNES;REIMS;01/02/2003;7574;5990;13564;;;MARNE;
2A00402;Musée de la Maison Bonaparte;2010;CORSE;AJACCIO;06/01/2002;48960;20334;69294;;;CORSE DU SUD;
2A14201;Musée de l'Alta Rocca;2010;CORSE;LEVIE;01/02/2003;6592;6437;13029;;;CORSE DU SUD;
2B03301;Musée d'Histoire de Bastia;2010;CORSE;BASTIA;01/02/2003;10139;5630;15769;;;HAUTE-CORSE;
2505607;Muséum de Besançon;2010;FRANCHE-COMTE;BESANCON;01/02/2003;189664;43489;233153;;;DOUBS;"2505607 ; 2505604"
2543401;Musée-Maison Natale Gustave Courbet;2010;FRANCHE-COMTE;ORNANS;01/02/2003;;;;F;;DOUBS;
3933301;Musée du Jouet;2010;FRANCHE-COMTE;MOIRANS-EN-MONTAGNE;01/02/2003;16565;1567;18132;;;JURA;
9712003;Musée l'Herminier;2010;GUADELOUPE;POINTE-A-PITRE;01/02/2003;;;;F;;GUADELOUPE;
9730901;Musée des Cultures Guyanaises;2010;GUYANE;CAYENNE;01/02/2003;1405;7875;9280;;;GUYANE;
9120001;Musée du Château;2010;ILE-DE-FRANCE;DOURDAN;01/02/2003;9814;7149;16963;;;ESSONNE;
9122301;Musée Intercommunal d'Etampes;2010;ILE-DE-FRANCE;ETAMPES;01/02/2003;1563;12630;14193;;;ESSONNE;
9201203;Musée Départemental Albert-Kahn;2010;ILE-DE-FRANCE;BOULOGNE-BILLANCOURT;01/02/2003;78417;35149;113566;;;HAUTS DE SEINE;
9202501;Musée Municipal d'Art et d'Histoire;2010;ILE-DE-FRANCE;COLOMBES;01/02/2003;0;6628;6628;;;HAUTS DE SEINE;
9202602;Musée des Travaux Publics;2010;ILE-DE-FRANCE;COURBEVOIE;06/01/2002;;;;F;;HAUTS DE SEINE;
9204802;Musée - Atelier Rodin (Annexe du musée de Paris);2010;ILE-DE-FRANCE;MEUDON;06/01/2002;3560;3718;7278;;;HAUTS DE SEINE;
9205101;Musée des Automates;2010;ILE-DE-FRANCE;NEUILLY-SUR-SEINE;01/02/2003;0;1382;1382;;;HAUTS DE SEINE;
9206401;Musée Municipal de Saint-Cloud;2010;ILE-DE-FRANCE;SAINT-CLOUD;01/02/2003;1240;18675;19915;;;HAUTS DE SEINE;
7511609;Musée de l'Homme (Muséum National d'Histoire Naturelle);2010;ILE-DE-FRANCE;PARIS;06/01/2002;;;;F;;PARIS;
7510705;Etablissement public du musée d'Orsay et de l'Orangerie - Musée d'Orsay;2010;ILE-DE-FRANCE;PARIS;06/01/2002;1637995;1347515;2985510;;;PARIS;
7510902;Musée de la Franc-Maçonnerie;2010;ILE-DE-FRANCE;PARIS;01/02/2003;12451;3307;15758;;;PARIS;
7511801;Musée de Montmartre;2010;ILE-DE-FRANCE;PARIS;01/02/2003;34928;2928;37856;;;PARIS;
7510608;Musée Zadkine;2010;ILE-DE-FRANCE;PARIS;08/07/2004;15712;10984;26696;;;PARIS;
7511503;Mémorial du Maréchal Leclerc de Hauteclocque et de la Libération de Paris-musée Jean Moulin;2010;ILE-DE-FRANCE;PARIS;08/07/2004;3379;12073;15452;;;PARIS;
7510703;Musée National Auguste Rodin;2010;ILE-DE-FRANCE;PARIS;06/01/2002;438217;276051;714268;;;PARIS;
7510106;Musée du Louvre;2010;ILE-DE-FRANCE;PARIS;06/01/2002;5162394;3184027;8346421;;;PARIS;
7510301;Musée de la Chasse et de la Nature;2010;ILE-DE-FRANCE;PARIS;01/02/2003;19954;19381;39335;;;PARIS;
7510107;Musée de la Mode et du Textile (Union Centrale des Arts Décoratifs);2010;ILE-DE-FRANCE;PARIS;06/01/2002;;;;;;PARIS;"7510102 ; 7510107 ; 7511001"
7510303;Musée d'Art et d'Histoire du Judaïsme;2010;ILE-DE-FRANCE;PARIS;01/02/2003;85361;41860;127221;;;PARIS;
7510304;Musée National des Techniques;2010;ILE-DE-FRANCE;PARIS;06/01/2002;83588;126460;210048;;;PARIS;
7510516;Musée du Service de Santé des Armées du Val-de-Grâce;2010;ILE-DE-FRANCE;PARIS;06/12/2006;7464;6393;13857;;;PARIS;
7511401;Musée Lénine;2010;ILE-DE-FRANCE;PARIS;01/02/2003;;;;F;;PARIS;
7511504;Musée de la Poste;2010;ILE-DE-FRANCE;PARIS;06/01/2002;25977;59712;85689;;;PARIS;
7718601;Musée du Château de Fontainebleau;2010;ILE-DE-FRANCE;FONTAINEBLEAU;06/01/2002;212716;168109;380825;;;SEINE ET MARNE;
7744501;Ecomusée;2010;ILE-DE-FRANCE;SAVIGNY-LE-TEMPLE;01/02/2003;0;9055;9055;;;SEINE ET MARNE;
9301301;Musée de l'Air et de l'Espace;2010;ILE-DE-FRANCE;LE BOURGET;06/01/2002;164034;88973;253007;;;SEINE SAINT-DENIS;
9307001;Musée Municipal;2010;ILE-DE-FRANCE;SAINT-OUEN;01/02/2003;;;;F;;SEINE SAINT-DENIS;
9401701;Musée de la Résistance Nationale;2010;ILE-DE-FRANCE;CHAMPIGNY-SUR-MARNE;01/02/2003;;;;NC;;VAL DE MARNE;
9407901;Musée Emile Jean;2010;ILE-DE-FRANCE;VILLIERS-SUR-MARNE;01/02/2003;0;1500;1500;;;VAL DE MARNE;
9520501;Musée de la Renaissance - Château d'Ecouen;2010;ILE-DE-FRANCE;ECOUEN;06/01/2002;16658;42393;59051;;;VAL D'OISE;
9529501;Musée Archéologique du Val d'Oise;2010;ILE-DE-FRANCE;GUIRY-EN-VEXIN;01/02/2003;0;9164;9164;;;VAL D'OISE;
9550002;Musée Camille Pissarro;2010;ILE-DE-FRANCE;PONTOISE;01/02/2003;0;3799;3799;;;VAL D'OISE;
7849801;Musée du Jouet Pierre Pinel;2010;ILE-DE-FRANCE;POISSY;01/02/2003;12239;4524;16763;;;YVELINES;
7855102;Musée Municipal;2010;ILE-DE-FRANCE;SAINT-GERMAIN-EN-LAYE;01/02/2003;;;;F;;YVELINES;
7855101;Musée Départemental Maurice Denis;2010;ILE-DE-FRANCE;SAINT-GERMAIN-EN-LAYE;01/02/2003;10799;16614;27413;;;YVELINES;
9741301;Muséum Agricole et Industriel Stella Matutina;2010;LA REUNION;PITON-SAINT-LEU;01/02/2003;40790;11371;52161;;;REUNION;
1136901;Musée Archéologique;2010;LANGUEDOC-ROUSSILLON;SALLELES D'AUDE;01/02/2003;6850;0;6850;;;AUDE;
3002801;Musée Albert André;2010;LANGUEDOC-ROUSSILLON;BAGNOLS-SUR-CEZE;01/02/2003;343;4204;4547;;;GARD;
3035001;Musée Cévenol;2010;LANGUEDOC-ROUSSILLON;LE VIGAN;01/02/2003;2711;1781;4492;;;GARD;
3018901;Musée d'Histoire Naturelle et de Préhistoire;2010;LANGUEDOC-ROUSSILLON;NIMES;06/01/2002;0;65417;65417;;;GARD;
3020201;Musée Paul Raymond;2010;LANGUEDOC-ROUSSILLON;PONT-SAINT-ESPRIT;01/02/2003;0;1182;1182;;;GARD;
3033401;Musée Municipal Georges Borias;2010;LANGUEDOC-ROUSSILLON;UZES;01/02/2003;1212;1409;2621;;;GARD;
3403201;Musée des Beaux-Arts de Béziers;2010;LANGUEDOC-ROUSSILLON;BEZIERS;01/02/2003;4335;11223;15558;;;HERAULT;
3403901;Musée de l'Etang de Thau;2010;LANGUEDOC-ROUSSILLON;BOUZIGUES;01/02/2003;15693;258;15951;;;HERAULT;
3410801;Musée Municipal;2010;LANGUEDOC-ROUSSILLON;FRONTIGNAN-LA-PEYRADE;01/02/2003;0;5113;5113;;;HERAULT;
3415801;Musée Archéologique;2010;LANGUEDOC-ROUSSILLON;MINERVE;01/02/2003;6272;0;6272;;;HERAULT;
3430101;Musée Paul Valéry;2010;LANGUEDOC-ROUSSILLON;SETE;01/02/2003;47250;6361;53611;;;HERAULT;
1925101;Musée du Président Jacques Chirac;2010;LIMOUSIN;SARRAN;29/11/2002;50165;9126;59291;;;CORREZE;
1927501;Musée du Pays d'Ussel;2010;LIMOUSIN;USSEL;08/08/2002;0;4542;4542;;;CORREZE;
8712601;Musée Départemental d'Art Contemporain;2010;LIMOUSIN;ROCHECHOUART;01/02/2003;6994;5532;12526;;;HAUTE VIENNE;
5432301;Musée Municipal des Emaux et Faïences;2010;LORRAINE;LONGWY;01/02/2003;4023;2031;6054;;;MEURTHE ET MOSELLE;
5439506;Musée des Beaux-Arts de Nancy;2010;LORRAINE;NANCY;06/01/2002;41273;56755;98028;;;MEURTHE ET MOSELLE;
5553301;Musée Jeanne d'Arc;2010;LORRAINE;VAUCOULEURS;01/02/2003;572;1113;1685;;;MEUSE;
5554501;Musée de la Princerie;2010;LORRAINE;VERDUN;01/02/2003;1990;2400;4390;;;MEUSE;
5745601;Maison du Verre et du Cristal;2010;LORRAINE;MEISENTHAL;01/02/2003;14494;3249;17743;;;MOSELLE;
5746302;Musées de la Cour d'Or;2010;LORRAINE;METZ;01/02/2003;17091;29667;46758;;;MOSELLE;
8830401;Musée de la Lutherie et de l'Archèterie Française;2010;LORRAINE;MIRECOURT;26/05/2002;6289;4177;10466;;;VOSGES;
8838302;Musée Charles Friry;2010;LORRAINE;REMIREMONT;11/08/2002;369;1701;2070;;;VOSGES;
8841301;Musée Pierre Noël - Musée de la Vie dans les Hautes-Vosges;2010;LORRAINE;SAINT-DIE-DES-VOSGES;01/02/2003;4326;9769;14095;;;VOSGES;
9720902;Musée Régional d'Histoire et d'Ethnologie;2010;MARTINIQUE;FORT-DE-FRANCE;01/02/2003;2408;2661;5069;;;MARTINIQUE;
0912201;Musée Départemental de l'Ariège;2010;MIDI-PYRENEES;FOIX;01/02/2003;80492;6677;87169;;;ARIEGE;
0916001;Musée du Textile et du Peigne en Corne;2010;MIDI-PYRENEES;LAVELANET;01/02/2003;1050;170;1220;;;ARIEGE;
1220201;Musée Fenaille;2010;MIDI-PYRENEES;RODEZ;01/02/2003;5726;14469;20195;;;AVEYRON;
1225501;Musée du Charroi Rural et de l'Artisanat Traditionnel;2010;MIDI-PYRENEES;SALMIECH;01/02/2003;500;1510;2010;;;AVEYRON;
3210701;Musée de l'Armagnac;2010;MIDI-PYRENEES;CONDOM;01/02/2003;3434;377;3811;;;GERS;
3211901;Musée Archéologique;2010;MIDI-PYRENEES;EAUZE;01/02/2003;3840;1749;5589;;;GERS;
3225601;Musée des Beaux-Arts et des Arts Décoratifs;2010;MIDI-PYRENEES;MIRANDE;01/02/2003;600;505;1105;;;GERS;
3132401;Musée Municipal;2010;MIDI-PYRENEES;MARTRES-TOLOSANE;01/02/2003;940;5088;6028;;;HAUTE-GARONNE;
3155503;Musée Paul Dupuy;2010;MIDI-PYRENEES;TOULOUSE;01/02/2003;3419;7689;11108;;;HAUTE-GARONNE;
6505901;Musée Bigourdan du Vieux Moulin;2010;MIDI-PYRENEES;BAGNERES-DE-BIGORRE;01/02/2003;;;;F;;HAUTES-PYRENEES;
6528601;Musée Pyrénéen;2010;MIDI-PYRENEES;LOURDES;01/02/2003;68591;3909;72500;;;HAUTES-PYRENEES;
6530601;Musée-château Gaston Phébus;2010;MIDI-PYRENEES;MAUVEZIN;01/02/2003;33636;0;33636;;;HAUTES-PYRENEES;
6544001;Musée Massey;2010;MIDI-PYRENEES;TARBES;06/10/2002;;;;F;;HAUTES-PYRENEES;
4624001;Musée d'Art Sacré;2010;MIDI-PYRENEES;ROCAMADOUR;01/02/2003;;;;F;;LOT;
4633001;Musée Municipal;2010;MIDI-PYRENEES;VAYRAC;01/02/2003;187;0;187;;;LOT;
8100401;Musée Toulouse Lautrec;2010;MIDI-PYRENEES;ALB;01/02/2003;125775;35647;161422;;;TARN;
8109901;Musée des Beaux-Arts;2010;MIDI-PYRENEES;GAILLAC;01/02/2003;1733;2721;4454;;;TARN;
8114501;Musée Raymond Lafage;2010;MIDI-PYRENEES;LISLE-SUR-TARN;01/02/2003;1198;2997;4195;;;TARN;
8200801;Musée du Vieil Auvillar;2010;MIDI-PYRENEES;AUVILLAR;01/02/2003;2276;808;3084;;;TARN-ET-GARONNE;
8212101;Musée d'Histoire Naturelle Victor Brun;2010;MIDI-PYRENEES;MONTAUBAN;01/02/2003;1130;6261;7391;;;TARN-ET-GARONNE;
8212102;Musée Ingres;2010;MIDI-PYRENEES;MONTAUBAN;06/01/2002;17019;25333;42352;;;TARN-ET-GARONNE;
5909201;Musée de l'Ostrevant;2010;NORD-PAS-DE-CALAIS;BOUCHAIN;01/02/2003;293;519;812;;;NORD;
5918304;Lieu d'Art et Action Contemporaine de Dunkerque - LAAC;2010;NORD-PAS-DE-CALAIS;DUNKERQUE;01/02/2003;23408;0;23408;;;NORD;
5918301;Musée des Beaux-Arts;2010;NORD-PAS-DE-CALAIS;DUNKERQUE;01/02/2003;8716;0;8716;;;NORD;
5924901;Ecomusée de la Région;2010;NORD-PAS-DE-CALAIS;FOURMIES;01/02/2003;32258;16555;48813;;;NORD;
5929501;Musée Municipal d'Hazebrouck;2010;NORD-PAS-DE-CALAIS;HAZEBROUCK;01/02/2003;772;3690;4462;;;NORD;
5935004;Musée de l'Hospice Comtesse;2010;NORD-PAS-DE-CALAIS;LILLE;01/02/2003;66312;0;66312;;;NORD;
5935002;Palais des Beaux-Arts de Lille;2010;NORD-PAS-DE-CALAIS;LILLE;06/01/2002;90674;115938;206612;;;NORD;
5959901;Musée d'Art et d'Industrie;2010;NORD-PAS-DE-CALAIS;TOURCOING;01/02/2003;8058;16117;24175;;;NORD;
5900901;Musée d'Art Moderne de Lille Métropole;2010;NORD-PAS-DE-CALAIS;VILLENEUVE-D'ASCQ;01/02/2003;48843;39919;88762;;;NORD;
6241301;Musée d'Histoire et d'Archéologie;2010;NORD-PAS-DE-CALAIS;HARNES;01/02/2003;0;1106;1106;;;PAS-DE-CALAIS;
6282601;Musée Municipal;2010;NORD-PAS-DE-CALAIS;LE TOUQUET-PARIS-PLAGE;01/02/2003;3223;2124;5347;;;PAS-DE-CALAIS;
1411803;Musée d'Initiation à la Nature;2010;BASSE-NORMANDIE;CAEN;01/02/2003;0;3043;3043;;;CALVADOS;
1433301;Musée d'Ethnographie et d'Arts Populaires et Musée de la Marine;2010;BASSE-NORMANDIE;HONFLEUR;01/02/2003;16485;988;17473;;;CALVADOS;
1437001;Musée de la Mine;2010;BASSE-NORMANDIE;LE MOLAY-LITTRY;01/02/2003;5537;56;5593;;;CALVADOS;
